"SITE","SITECODE","TREAT","TYPE","DIVISION","SPP","SPP_COUNT_PLOT","COUNT_HA","LAT","LONG","SLOPE","ELEVATION","SOLAR","EXP_MIN","OL_AV","TOTAL_COUNT_PLOT","DECID_COUNT_PLOT","CONIF_COUNT_PLOT","DECID_PROP_PLOT","CONIF_PROP_PLOT","DECID_COUNT_HA","CONIF_COUNT_HA","DECID_COUNT_M","CONIF_COUNT_M"
"DALTON","57_2",2,"SEEDLING","c","PIME",28,130400,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,1304,5104,112,0.978527607,0.021472393,127600,2800,12.76,0.28
"DALTON","57_2",2,"SEEDLING","d","POBA",0,130400,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,1304,5104,112,0.978527607,0.021472393,127600,2800,12.76,0.28
"DALTON","57_2",2,"SEEDLING","d","POTR",0,130400,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,1304,5104,112,0.978527607,0.021472393,127600,2800,12.76,0.28
"DALTON","57_2",2,"SEEDLING","d","SALIX",840,130400,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,1304,5104,112,0.978527607,0.021472393,127600,2800,12.76,0.28
"DALTON","8_2",2,"SEEDLING","d","ALCR",43,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","d","ARCTO",0,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","d","BENE",4,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","c","PIGL",0,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","c","PIME",48,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","d","POBA",0,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","d","POTR",0,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","8_2",2,"SEEDLING","d","SALIX",14,10900,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,109,244,192,0.559633028,0.440366972,6100,4800,0.61,0.48
"DALTON","14_3",3,"SEEDLING","d","ALCR",7,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","d","ARCTO",0,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","d","BENE",86,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","c","PIGL",0,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","c","PIME",0,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","d","POBA",0,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","d","POTR",0,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","14_3",3,"SEEDLING","d","SALIX",35,12800,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,128,512,0,1,0,12800,0,1.28,0
"DALTON","15_3",3,"SEEDLING","d","ALCR",0,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","d","ARCTO",0,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","d","BENE",2450,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","c","PIGL",0,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","c","PIME",40,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","d","POBA",0,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","d","POTR",0,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","15_3",3,"SEEDLING","d","SALIX",110,260000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,2600,10240,160,0.984615385,0.015384615,256000,4000,25.6,0.4
"DALTON","37_3",3,"SEEDLING","d","ALCR",11,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","d","ARCTO",0,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","d","BENE",29,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","c","PIGL",0,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","c","PIME",0,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","d","POBA",0,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","d","POTR",0,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","37_3",3,"SEEDLING","d","SALIX",32,7200,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,72,288,0,1,0,7200,0,0.72,0
"DALTON","54_3",3,"SEEDLING","d","ALCR",0,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","d","ARCTO",0,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","d","BENE",3,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","c","PIGL",0,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","c","PIME",1,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","d","POBA",0,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","d","POTR",0,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","54_3",3,"SEEDLING","d","SALIX",26,3000,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,30,116,4,0.966666667,0.033333333,2900,100,0.29,0.01
"DALTON","55_3",3,"SEEDLING","d","ALCR",0,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","d","ARCTO",0,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","d","BENE",161,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","c","PIGL",0,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","c","PIME",1,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","d","POBA",0,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","d","POTR",2,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","55_3",3,"SEEDLING","d","SALIX",27,19100,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,191,760,4,0.994764398,0.005235602,19000,100,1.9,0.01
"DALTON","7_3",3,"SEEDLING","d","ALCR",50,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","d","ARCTO",0,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","d","BENE",310,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","c","PIGL",0,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","c","PIME",50,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","d","POBA",0,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","d","POTR",0,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"DALTON","7_3",3,"SEEDLING","d","SALIX",190,60000,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,600,2200,200,0.916666667,0.083333333,55000,5000,5.5,0.5
"STEESE","1_0",0,"SEEDLING","d","ALCR",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","d","ARCTO",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","d","BENE",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","c","PIGL",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","c","PIME",132,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","d","POBA",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","d","POTR",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","1_0",0,"SEEDLING","d","SALIX",0,13200,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,132,0,528,0,1,0,13200,0,1.32
"STEESE","31_0",0,"SEEDLING","d","ALCR",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","d","ARCTO",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","d","BENE",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","c","PIGL",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","c","PIME",132,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","d","POBA",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","d","POTR",0,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","31_0",0,"SEEDLING","d","SALIX",11,14300,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,143,44,528,0.076923077,0.923076923,1100,13200,0.11,1.32
"STEESE","6_0",0,"SEEDLING","d","ALCR",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","d","ARCTO",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","d","BENE",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","c","PIGL",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","c","PIME",253,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","d","POBA",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","d","POTR",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","6_0",0,"SEEDLING","d","SALIX",0,25300,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,253,0,1012,0,1,0,25300,0,2.53
"STEESE","9_0",0,"SEEDLING","d","ALCR",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","d","ARCTO",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","d","BENE",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","c","PIGL",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","c","PIME",132,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","d","POBA",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","d","POTR",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","9_0",0,"SEEDLING","d","SALIX",0,13200,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,132,0,528,0,1,0,13200,0,1.32
"STEESE","18_1",1,"SEEDLING","d","ALCR",0,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","d","ARCTO",0,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","d","BENE",60,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","c","PIGL",0,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","c","PIME",920,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","d","POBA",0,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","d","POTR",180,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","18_1",1,"SEEDLING","d","SALIX",500,166000,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,1660,2960,3680,0.445783133,0.554216867,74000,92000,7.4,9.2
"STEESE","20_1",1,"SEEDLING","d","ALCR",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","d","ARCTO",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","d","BENE",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","c","PIGL",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","c","PIME",570,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","d","POBA",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","d","POTR",0,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","20_1",1,"SEEDLING","d","SALIX",40,61000,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,610,160,2280,0.06557377,0.93442623,4000,57000,0.4,5.7
"STEESE","28_1",1,"SEEDLING","d","ALCR",0,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","d","ARCTO",0,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","d","BENE",220,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","c","PIGL",0,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","c","PIME",940,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","d","POBA",0,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","d","POTR",90,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","28_1",1,"SEEDLING","d","SALIX",480,173000,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,1730,3160,3760,0.456647399,0.543352601,79000,94000,7.9,9.4
"STEESE","29_1",1,"SEEDLING","d","ALCR",0,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","d","ARCTO",0,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","d","BENE",110,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","c","PIGL",0,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","c","PIME",1150,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","d","POBA",0,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","d","POTR",20,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","29_1",1,"SEEDLING","d","SALIX",770,205000,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,2050,3600,4600,0.43902439,0.56097561,90000,115000,9,11.5
"STEESE","33_1",1,"SEEDLING","d","ALCR",0,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","d","ARCTO",0,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","d","BENE",60,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","c","PIGL",0,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","c","PIME",1860,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","d","POBA",0,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","d","POTR",0,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","33_1",1,"SEEDLING","d","SALIX",420,234000,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,2340,1920,7440,0.205128205,0.794871795,48000,186000,4.8,18.6
"STEESE","36_1",1,"SEEDLING","d","ALCR",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","d","ARCTO",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","d","BENE",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","c","PIGL",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","c","PIME",450,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","d","POBA",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","d","POTR",0,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","36_1",1,"SEEDLING","d","SALIX",280,73000,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,730,1120,1800,0.383561644,0.616438356,28000,45000,2.8,4.5
"STEESE","5_1",1,"SEEDLING","d","ALCR",60,223000,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,2230,5680,3240,0.6367713,0.3632287,142000,81000,14.2,8.1
"STEESE","5_1",1,"SEEDLING","d","ARCTO",0,223000,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,2230,5680,3240,0.6367713,0.3632287,142000,81000,14.2,8.1
"STEESE","5_1",1,"SEEDLING","d","BENE",70,223000,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,2230,5680,3240,0.6367713,0.3632287,142000,81000,14.2,8.1
