"SITE","PLOT","TREAT","SPP","DBH","CANOPY","BROWSE","UND","START_END","CLUMP","QUAD","DIV","EXP_FACT"
"DALTON","8_2",2,"SALIX",0.9,70,"y","EQAR","","IND",2,"d",50
"DALTON","8_2",2,"BENE",3.7,80,"n","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"BENE",2.8,90,"y","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"BENE",7.7,0,"n","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"BENE",1.4,95,"n","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"SALIX",0.7,80,"y","GRASS","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.3,40,"n","GRASS","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.9,30,"n","GRASS","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.6,80,"y","GRASS","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.3,50,"y","GRASS","END","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.6,95,"y","VAVI","","IND",2,"d",50
"DALTON","8_2",2,"SALIX",1.1,90,"y","EQSI","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1,90,"y","EQSI","END","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.2,90,"n","LITTER","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3,85,"n","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.3,95,"n","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.4,80,"y","LITTER","END","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.3,90,"n","LITTER","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.4,95,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.8,90,"y","LITTER","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",3.1,0,"n","LITTER","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",2.6,40,"n","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"SALIX",0.3,0,"n","EQAR","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.2,70,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.6,90,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3.4,95,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.9,20,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.7,70,"n","EQAR","END","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",2.1,95,"n","EQAR","START","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",1.6,95,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",3.1,100,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",0.5,90,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",2.2,95,"y","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",1.7,90,"n","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",2.2,85,"y","EQAR","","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",2.1,75,"n","EQAR","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",2.7,0,"n","LITTER","","IND",2,"c",50
"DALTON","8_2",2,"PIME",11.7,0,"n","LITTER","","IND",2,"c",50
"DALTON","8_2",2,"PIME",2,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",2.1,60,"y","EQAR","","IND",2,"d",50
"DALTON","8_2",2,"BENE",0.7,90,"n","EQAR","START","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",3.3,100,"n","EQAR","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",1.7,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"BENE",3.7,30,"n","LITTER","","IND",2,"d",50
"DALTON","8_2",2,"SALIX",2.9,30,"y","LITTER","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.4,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.7,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.2,90,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.7,5,"y","LITTER","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",2,0,"n","VAVI","","IND",2,"c",50
"DALTON","8_2",2,"PIME",2.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",1.6,0,"y","LEGR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",1.4,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"BENE",5.3,0,"n","ROAC","","IND",2,"d",50
"DALTON","8_2",2,"ALCR",0.5,100,"n","EQAR","","IND",2,"d",50
"DALTON","8_2",2,"SALIX",0.4,100,"n","EQAR","","IND",2,"d",50
"DALTON","8_2",2,"PIME",1,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",2.2,0,"n","ROAC","","IND",2,"c",50
"DALTON","8_2",2,"PIME",2.5,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",1.7,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",3,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",0.2,100,"n","EQAR","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.2,100,"n","EQAR","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",3.3,0,"n","LITTER","","IND",2,"c",50
"DALTON","8_2",2,"PIME",3.1,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",2.6,95,"n","LITTER","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.3,90,"n","LITTER","END","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.2,90,"y","LITTER","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.5,80,"n","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.4,95,"n","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.3,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.6,100,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.9,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.6,90,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",0.7,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.3,95,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.4,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.1,40,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.5,90,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3,95,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.2,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.3,80,"n","LITTER","END","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",3.8,100,"y","VAVI","","IND",2,"d",50
"DALTON","8_2",2,"BENE",3,100,"y","MOSS","START","CLUMP",2,"d",50
"DALTON","8_2",2,"BENE",5.6,95,"y","MOSS","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",2.9,0,"n","EQAR","","IND",2,"c",50
"DALTON","8_2",2,"PIME",0.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",1.1,80,"y","EQAR","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",1.4,40,"y","EQAR","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",9.8,0,"n","GRASS","","IND",2,"c",50
"DALTON","8_2",2,"PIME",4.5,0,"n","ROAC","","IND",2,"c",50
"DALTON","8_2",2,"PIME",6.4,0,"n","ROAC","","IND",2,"c",50
"DALTON","8_2",2,"PIME",1.5,0,"n","GRASS","","IND",2,"c",50
"DALTON","8_2",2,"SALIX",0.5,95,"y","GRASS","","IND",2,"d",50
"DALTON","8_2",2,"ALCR",1.2,90,"y","ROAC","START","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.1,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.4,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",0.6,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.3,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.1,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.7,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.8,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.5,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.8,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.2,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.8,95,"y","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.2,95,"y","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.1,40,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.3,30,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",4.5,40,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",0.7,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",2.4,80,"y","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.2,90,"y","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.5,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",0.6,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",0.9,80,"n","ROAC","END","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3.2,90,"n","ROAC","START","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2,100,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.3,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.5,95,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.3,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",2.5,90,"n","ROAC","","CLUMP",2,"d",50
"DALTON","8_2",2,"SALIX",3,100,"n","ROAC","END","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.1,100,"n","ROAC","START","CLUMP",2,"d",50
"DALTON","8_2",2,"ALCR",1.5,90,"y","ROAC","END","CLUMP",2,"d",50
"DALTON","8_2",2,"PIME",5.5,0,"n","ROAC","","IND",2,"c",50
"DALTON","8_2",2,"PIME",1.4,60,"y","ROAC","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",0.5,95,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.8,80,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1,85,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.7,85,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.3,70,"y","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",2.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",2.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"BENE",6.9,95,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"BENE",0.9,0,"y","GRASS","","IND",2,"d",50
"DALTON","40_2",2,"BENE",2.6,95,"y","GRASS","","IND",2,"d",50
"DALTON","40_2",2,"BENE",1.7,25,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"PIME",1.2,0,"n","LITTER","","IND",2,"c",50
"DALTON","40_2",2,"PIME",0.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.8,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"BENE",2,100,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"BENE",1.3,95,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"SALIX",0.7,90,"y","LITTER","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.3,20,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.7,70,"y","LITTER","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",0.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",2.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",2.8,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.7,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",0.7,90,"y","GRASS","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.7,85,"y","GRASS","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.9,0,"y","GRASS","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.8,65,"y","GRASS","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",0.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.4,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"BENE",7.7,100,"y","GRASS","","IND",2,"d",50
"DALTON","40_2",2,"BENE",8.4,100,"y","GRASS","","IND",2,"d",50
"DALTON","40_2",2,"PIME",5.2,0,"y","MOSS","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",2.1,70,"y","GRASS","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.5,8,"y","GRASS","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.3,90,"y","GRASS","END","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",0.5,95,"n","VAUL","","IND",2,"d",50
"DALTON","40_2",2,"POTR",0.3,100,"n","VAUL","","IND",2,"d",50
"DALTON","40_2",2,"PIME",1.8,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3.1,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",4,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",1,100,"n","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"POTR",1.7,100,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"POTR",1,100,"n","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"BENE",1.8,100,"n","VAUL","","IND",2,"d",50
"DALTON","40_2",2,"PIME",0.4,0,"n","LEGR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.3,0,"n","MOSS","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",1.9,95,"y","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.3,90,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.9,80,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.5,70,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.8,35,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.6,70,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.4,0,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.9,85,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.4,80,"y","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",1.8,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.7,0,"y","LEGR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",4.6,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",2.6,90,"y","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",0.6,0,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.6,85,"n","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.1,90,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",3.4,95,"y","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",1.1,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",2.9,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.1,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.1,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",2,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"BENE",1.6,95,"y","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",2.9,95,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",1.1,95,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",7.1,0,"n","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",1.5,100,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",5.9,95,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",2,95,"y","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",2.3,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",3.6,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",3.5,95,"y","VAUL","START","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",3.4,100,"y","VAUL","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",3.1,95,"y","VAUL","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",4.7,0,"y","VAUL","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",4.2,100,"y","VAUL","END","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",2.4,0,"n","ROAC","START","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",2.7,100,"n","ROAC","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",0.5,0,"n","EQAR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",0.4,0,"n","EQAR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.3,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3.1,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",10.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",7.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"PIME",6.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"SALIX",1,90,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"PIME",2.1,0,"y","VAUL","","IND",2,"c",50
"DALTON","40_2",2,"BENE",1.7,100,"y","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"SALIX",2,80,"y","ASTER?","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",0.2,100,"n","ASTER?","END","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.1,85,"y","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",0.6,90,"y","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",0.7,95,"y","VAVI","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1,100,"y","VAVI","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",0.5,0,"y","VAVI","","IND",2,"c",50
"DALTON","40_2",2,"BENE",3.6,100,"n","LEGR","START","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",4.4,100,"y","LEGR","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",5.8,100,"y","LEGR","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",3.1,0,"y","LEGR","","IND",2,"c",50
"DALTON","40_2",2,"PIME",1.3,0,"y","LITTER","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3.5,0,"y","EQAR","","IND",2,"c",50
"DALTON","40_2",2,"BENE",1.7,95,"n","GRASS","START","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",5.4,95,"y","GRASS","","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",4.4,100,"y","GRASS","END","CLUMP",2,"d",50
"DALTON","40_2",2,"BENE",0.8,100,"n","VAVI","","IND",2,"d",50
"DALTON","40_2",2,"BENE",5.2,100,"y","MOSS","","IND",2,"d",50
"DALTON","40_2",2,"BENE",3.1,95,"y","LITTER","","IND",2,"d",50
"DALTON","40_2",2,"BENE",2.1,95,"y","LITTER","","IND",2,"d",50
"DALTON","40_2",2,"SALIX",1.9,90,"y","LITTER","START","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.4,85,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2,75,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.1,90,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",2.4,80,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.5,0,"y","LITTER","","CLUMP",2,"d",50
"DALTON","40_2",2,"SALIX",1.8,0,"y","LITTER","END","CLUMP",2,"d",50
"DALTON","40_2",2,"PIME",5.1,0,"y","LITTER","","IND",2,"c",50
"DALTON","40_2",2,"PIME",3.2,0,"y","LITTER","","IND",2,"c",50
"DALTON","40_2",2,"BENE",2,100,"y","LITTER","","IND",2,"d",50
"DALTON","42_1",1,"PIME",9.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",6,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.4,0,"n","VAUL","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",7,0,"n","GRASS","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.7,0,"n","VAUL","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.5,0,"n","VAUL","","IND",2,"c",50
"DALTON","42_1",1,"PIME",0.9,0,"n","VAUL","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.2,0,"n","CHAN","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.1,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.1,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.8,0,"n","ROAC","","IND",2,"c",50
"DALTON","42_1",1,"BENE",0.8,90,"n","VAVI","","IND",2,"d",50
"DALTON","42_1",1,"PIME",6.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.9,0,"n","SPBE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.9,0,"n","SPBE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.6,0,"n","SPBE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",8.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"BENE",0.9,95,"n","VAVI","","IND",2,"d",50
"DALTON","42_1",1,"PIME",6.2,0,"n","CHAN","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.2,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.9,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.3,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.7,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.9,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.9,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",1.3,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.3,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.4,0,"n","CHAN","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.3,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"BENE",1.6,100,"n","LEDE","","IND",2,"d",50
"DALTON","42_1",1,"PIME",4.4,0,"n","SPBE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.2,0,"n","SPBE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.6,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"BENE",0.3,100,"y","RUCH","","IND",2,"d",50
"DALTON","42_1",1,"PIME",3.4,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"BENE",1.3,90,"n","GRASS","","IND",2,"d",50
"DALTON","42_1",1,"PIME",1.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.4,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"PIME",4,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",6.8,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"PIME",5.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",8.6,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",10.1,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",8.7,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.7,0,"n","LEDE","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","42_1",1,"BENE",0.9,95,"n","GRASS","","IND",2,"d",50
"DALTON","42_1",1,"PIME",2.1,0,"n","RUCH","","IND",2,"c",50
"DALTON","42_1",1,"PIME",2.5,0,"n","EQSY","","IND",2,"c",50
"DALTON","42_1",1,"PIME",3.1,0,"n","LEDE","","IND",2,"c",50
