"SITECODE","SITENUM","TREAT","SPP","DBH_AV","CAN_AV","BROW_INDEX","UND","CLUMP","STEM_COUNT","QUAD","TYPE","BASAL"
"55_3",55,3,"BENE",1.6,71.66666667,0.33,"EQSC","CLUMP",3,2,"SAPLING",0.01396224
"55_3",55,3,"SALIX",3.9,76.6666667,0.33,"EQSC","CLUMP",3,2,"SAPLING",0.08295534
"55_3",55,3,"SALIX",4.3,91.6666667,0.67,"EQSC","CLUMP",3,2,"SAPLING",0.10084446
"55_3",55,3,"BENE",3.2,100,0,"EQSC","IND",1,2,"SAPLING",0.05584896
"55_3",55,3,"BENE",3.1,100,0,"EQSC","IND",1,2,"SAPLING",0.05241294
"55_3",55,3,"BENE",2.1,70,1,"EQSC","IND",1,2,"SAPLING",0.02405214
"55_3",55,3,"BENE",0.2,100,1,"EQSC","IND",1,2,"SAPLING",0.00021816
"55_3",55,3,"BENE",2.2,80,1,"GRASS","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",3.6,70,1,"EQSC","IND",1,2,"SAPLING",0.07068384
"55_3",55,3,"BENE",4.9,100,0,"EQSC","IND",1,2,"SAPLING",0.13095054
"55_3",55,3,"BENE",2.1,95,0,"LITTER","IND",1,2,"SAPLING",0.02405214
"55_3",55,3,"BENE",0.6,100,0,"LITTER","IND",1,2,"SAPLING",0.00196344
"55_3",55,3,"BENE",1.6,95,0,"LITTER","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",0.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0013635
"55_3",55,3,"SALIX",1.5,50,1,"EQSC","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"BENE",3.2,100,0,"MOSS","IND",1,2,"SAPLING",0.05584896
"55_3",55,3,"BENE",1.7,70,1,"MOSS","IND",1,2,"SAPLING",0.01576206
"55_3",55,3,"BENE",3.2,100,1,"EQSC","IND",1,2,"SAPLING",0.05584896
"55_3",55,3,"BENE",2.2,90,1,"GRASS","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",2.3,95,0,"LITTER","IND",1,2,"SAPLING",0.02885166
"55_3",55,3,"BENE",2.2,95,1,"EQSC","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",0.5,95,0,"LITTER","IND",1,2,"SAPLING",0.0013635
"55_3",55,3,"BENE",2.7,95,0.5,"LITTER","CLUMP",2,2,"SAPLING",0.03975966
"55_3",55,3,"SALIX",1.5,90,1,"LITTER","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"SALIX",1.5,95,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"SALIX",1.7,60,1,"LITTER","IND",1,2,"SAPLING",0.01576206
"55_3",55,3,"SALIX",1.2,95,0,"LITTER","IND",1,2,"SAPLING",0.00785376
"55_3",55,3,"SALIX",1,100,0,"LITTER","IND",1,2,"SAPLING",0.005454
"55_3",55,3,"SALIX",0.8,100,0,"LITTER","IND",1,2,"SAPLING",0.00349056
"55_3",55,3,"SALIX",1.2,60,0,"LITTER","IND",1,2,"SAPLING",0.00785376
"55_3",55,3,"SALIX",0.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0013635
"55_3",55,3,"SALIX",2.2,70,1,"CHAN","CLUMP",2,2,"SAPLING",0.02639736
"55_3",55,3,"SALIX",1.8,100,1,"CHAN","IND",1,2,"SAPLING",0.01767096
"55_3",55,3,"BENE",1.6,90,1,"LITTER","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",0.5,100,0,"MOSS","CLUMP",2,2,"SAPLING",0.0013635
"55_3",55,3,"BENE",1.2,90,1,"LITTER","IND",1,2,"SAPLING",0.00785376
"55_3",55,3,"BENE",2.5,90,1,"EQSC","IND",1,2,"SAPLING",0.0340875
"55_3",55,3,"BENE",2.6,85,1,"EQSC","IND",1,2,"SAPLING",0.03686904
"55_3",55,3,"BENE",2.3,95,1,"BARE","IND",1,2,"SAPLING",0.02885166
"55_3",55,3,"BENE",5.4,95,1,"EQSC","CLUMP",2,2,"SAPLING",0.15903864
"55_3",55,3,"BENE",2.4,95,1,"LITTER","IND",1,2,"SAPLING",0.03141504
"55_3",55,3,"BENE",0.4,100,0,"GRASS","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",1.4,96.6666667,0.33,"GRASS","CLUMP",3,2,"SAPLING",0.01068984
"55_3",55,3,"BENE",1.6,100,1,"LITTER","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",2.1,80,0,"LITTER","IND",1,2,"SAPLING",0.02405214
"55_3",55,3,"SALIX",2.8,65,0.5,"MOSS","CLUMP",2,2,"SAPLING",0.04275936
"55_3",55,3,"BENE",0.4,100,0,"CHAN","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"BENE",2.4,95,1,"LITTER","IND",1,2,"SAPLING",0.03141504
"55_3",55,3,"BENE",2.3,90,1,"MOSS","IND",1,2,"SAPLING",0.02885166
"55_3",55,3,"BENE",1.3,90,1,"MOSS","IND",1,2,"SAPLING",0.00921726
"55_3",55,3,"BENE",1.4,100,1,"LITTER","IND",1,2,"SAPLING",0.01068984
"55_3",55,3,"BENE",1.2,95,1,"GRASS","IND",1,2,"SAPLING",0.00785376
"55_3",55,3,"BENE",0.3,95,0,"GRASS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",3.8,92.5,1,"GRASS","CLUMP",2,2,"SAPLING",0.07875576
"55_3",55,3,"BENE",1.9,90,1,"LITTER","IND",1,2,"SAPLING",0.01968894
"55_3",55,3,"BENE",0.8,50,1,"LITTER","IND",1,2,"SAPLING",0.00349056
"55_3",55,3,"BENE",3.8,97.5,0,"MOSS","CLUMP",2,2,"SAPLING",0.07875576
"55_3",55,3,"ALCR",1.2,95,1,"GRASS","IND",1,2,"SAPLING",0.00785376
"55_3",55,3,"BENE",5,95,1,"MOSS","CLUMP",2,2,"SAPLING",0.13635
"55_3",55,3,"BENE",0.8,95,0,"CHAN","CLUMP",2,2,"SAPLING",0.00349056
"55_3",55,3,"BENE",3.3,95,1,"MOSS","IND",1,2,"SAPLING",0.05939406
"55_3",55,3,"BENE",0.3,95,0,"LITTER","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",2.3,80,1,"VAVI","IND",1,2,"SAPLING",0.02885166
"55_3",55,3,"BENE",0.7,95,0,"GRASS","IND",1,2,"SAPLING",0.00267246
"55_3",55,3,"BENE",2.1,90,0.5,"MOSS","CLUMP",2,2,"SAPLING",0.02405214
"55_3",55,3,"SALIX",1.6,92.5,1,"GRASS","CLUMP",2,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",3.5,95,1,"MOSS","IND",1,2,"SAPLING",0.0668115
"55_3",55,3,"BENE",3.5,96.666667,0.33,"MOSS","CLUMP",3,2,"SAPLING",0.0668115
"55_3",55,3,"SALIX",2.2,95,1,"CHAN","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"SALIX",0.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"SALIX",4.8,91.25,1,"GRASS","CLUMP",4,2,"SAPLING",0.12566016
"55_3",55,3,"SALIX",1,90,1,"GRASS","IND",1,2,"SAPLING",0.005454
"55_3",55,3,"SALIX",1.5,90,1,"MOSS","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"BENE",0.6,90,0,"EQAR","IND",1,2,"SAPLING",0.00196344
"55_3",55,3,"ALCR",0.4,95,0,"LITTER","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"SALIX",2.8,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.04275936
"55_3",55,3,"SALIX",8.3,93.75,1,"LITTER","CLUMP",4,2,"SAPLING",0.37572606
"55_3",55,3,"SALIX",1.5,90,1,"MOSS","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"ALCR",2.5,90,1,"GRASS","IND",1,2,"SAPLING",0.0340875
"55_3",55,3,"ALCR",2,90,1,"GRASS","IND",1,2,"SAPLING",0.021816
"55_3",55,3,"BENE",0.2,90,0,"EQAR","IND",1,2,"SAPLING",0.00021816
"55_3",55,3,"BENE",1.5,95,1,"GRASS","IND",1,2,"SAPLING",0.0122715
"55_3",55,3,"BENE",2,95,1,"EQSC","IND",1,2,"SAPLING",0.021816
"55_3",55,3,"ALCR",19.4,83.75,0.88,"GRASS","CLUMP",8,2,"SAPLING",2.05266744
"55_3",55,3,"BENE",3.5,95,0.5,"GRASS","CLUMP",2,2,"SAPLING",0.0668115
"55_3",55,3,"BENE",3,50,1,"LITTER","IND",1,2,"SAPLING",0.049086
"55_3",55,3,"BENE",2.6,95,1,"EQSC","IND",1,2,"SAPLING",0.03686904
"55_3",55,3,"BENE",1.3,90,1,"EQSC","IND",1,2,"SAPLING",0.00921726
"55_3",55,3,"BENE",1.8,90,1,"LITTER","IND",1,2,"SAPLING",0.01767096
"55_3",55,3,"BENE",1.6,90,1,"LITTER","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",2,95,0,"LITTER","IND",1,2,"SAPLING",0.021816
"55_3",55,3,"BENE",0.7,90,1,"LITTER","IND",1,2,"SAPLING",0.00267246
"55_3",55,3,"BENE",0.4,100,0,"EQSC","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"BENE",0.9,95,1,"EQSC","IND",1,2,"SAPLING",0.00441774
"55_3",55,3,"BENE",3.2,95,0,"EQSC","IND",1,2,"SAPLING",0.05584896
"55_3",55,3,"BENE",2.2,95,1,"LITTER","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",3,95,0,"GRASS","IND",1,2,"SAPLING",0.049086
"55_3",55,3,"BENE",2,90,0,"GRASS","IND",1,2,"SAPLING",0.021816
"55_3",55,3,"BENE",0.3,100,0,"LITTER","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",1.1,95,0,"LITTER","CLUMP",3,2,"SAPLING",0.00659934
"55_3",55,3,"BENE",2.2,95,1,"CHAN","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",2,95,0,"LITTER","IND",1,2,"SAPLING",0.021816
"55_3",55,3,"BENE",5.2,95,0.67,"LITTER","CLUMP",3,2,"SAPLING",0.14747616
"55_3",55,3,"BENE",2.3,95,0,"MOSS","IND",1,2,"SAPLING",0.02885166
"54_3",54,3,"BENE",1.6,100,0,"MOSS","IND",1,2,"SAPLING",0.01396224
"54_3",54,3,"BENE",2.9,95,0,"GRASS","IND",1,2,"SAPLING",0.04586814
"54_3",54,3,"BENE",1.7,85,1,"MOSS","IND",1,2,"SAPLING",0.01576206
"54_3",54,3,"SALIX",6.8,92.5,1,"MOSS","CLUMP",4,2,"SAPLING",0.25219296
"54_3",54,3,"BENE",6.5,97.5,0,"MOSS","CLUMP",2,2,"SAPLING",0.2304315
"54_3",54,3,"BENE",3.4,90,1,"MOSS","IND",1,2,"SAPLING",0.06304824
"54_3",54,3,"BENE",1.8,100,1,"LITTER","IND",1,2,"SAPLING",0.01767096
"54_3",54,3,"BENE",1.2,80,1,"MOSS","IND",1,2,"SAPLING",0.00785376
"54_3",54,3,"BENE",6.5,100,1,"MOSS","CLUMP",2,2,"SAPLING",0.2304315
"54_3",54,3,"BENE",3.7,95,1,"MOSS","CLUMP",2,2,"SAPLING",0.07466526
"54_3",54,3,"BENE",1.7,100,1,"MOSS","IND",1,2,"SAPLING",0.01576206
"54_3",54,3,"BENE",0.6,85,0,"LITTER","IND",1,2,"SAPLING",0.00196344
"54_3",54,3,"BENE",3.9,90,1,"MOSS","CLUMP",2,2,"SAPLING",0.08295534
"54_3",54,3,"BENE",2.1,100,0,"MOSS","IND",1,2,"SAPLING",0.02405214
"54_3",54,3,"SALIX",5.3,93.75,1,"MOSS","CLUMP",4,2,"SAPLING",0.15320286
"54_3",54,3,"BENE",2.9,100,0,"MOSS","IND",1,2,"SAPLING",0.04586814
"54_3",54,3,"SALIX",1,97.5,1,"MOSS","CLUMP",2,2,"SAPLING",0.005454
"54_3",54,3,"BENE",2.3,100,0,"GRASS","IND",1,2,"SAPLING",0.02885166
"54_3",54,3,"BENE",5.4,100,0,"MOSS","CLUMP",2,2,"SAPLING",0.15903864
"54_3",54,3,"BENE",1.6,95,0,"CHAN","IND",1,2,"SAPLING",0.01396224
"54_3",54,3,"BENE",7.4,97.5,0,"MOSS","CLUMP",2,2,"SAPLING",0.29866104
"54_3",54,3,"BENE",2.2,90,0,"MOSS","IND",1,2,"SAPLING",0.02639736
"14_3",14,3,"BENE",1,100,0,"MOSS","IND",1,2,"SAPLING",0.005454
"14_3",14,3,"BENE",1.1,90,1,"GRASS","IND",1,2,"SAPLING",0.00659934
"14_3",14,3,"BENE",2.1,100,0,"LITTER","IND",1,2,"SAPLING",0.02405214
"14_3",14,3,"BENE",1.2,100,0,"GRASS","IND",1,2,"SAPLING",0.00785376
"14_3",14,3,"BENE",1.8,100,0,"GRASS","CLUMP",2,2,"SAPLING",0.01767096
"14_3",14,3,"SALIX",1.7,100,0.33,"GRASS","CLUMP",3,2,"SAPLING",0.01576206
"14_3",14,3,"BENE",0.4,100,0,"MOSS","IND",1,2,"SAPLING",0.00087264
"14_3",14,3,"SALIX",3.3,90,0.5,"EQSY","CLUMP",2,2,"SAPLING",0.05939406
"14_3",14,3,"SALIX",1.2,95,0,"MEPA","CLUMP",2,2,"SAPLING",0.00785376
"14_3",14,3,"BENE",0.4,95,0,"EQSC","IND",1,2,"SAPLING",0.00087264
"14_3",14,3,"SALIX",1,95,0,"GRASS","IND",1,2,"SAPLING",0.005454
"14_3",14,3,"ALCR",4.1,95,0,"LITTER","CLUMP",3,2,"SAPLING",0.09168174
"14_3",14,3,"SALIX",0.8,90,1,"MOSS","IND",1,2,"SAPLING",0.00349056
"14_3",14,3,"ALCR",2.5,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.0340875
"7_3",7,3,"SALIX",2.1,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.02405214
"7_3",7,3,"ALCR",4,92.5,0.5,"EQSC","CLUMP",2,2,"SAPLING",0.087264
"7_3",7,3,"BENE",2.1,95,0,"GRASS","IND",1,2,"SAPLING",0.02405214
"7_3",7,3,"BENE",2.3,100,0,"LITTER","IND",1,2,"SAPLING",0.02885166
"7_3",7,3,"BENE",1.7,95,0,"LITTER","IND",1,2,"SAPLING",0.01576206
"7_3",7,3,"ALCR",4.1,91.666667,0,"MOSS","CLUMP",3,2,"SAPLING",0.09168174
"7_3",7,3,"BENE",0.5,90,1,"EQSC","IND",1,2,"SAPLING",0.0013635
"12_1_TLS",12,1,"BENE",0.6,100,0,"MOSS","IND",1,0.1,"SAPLING",0.00196344
"12_1_TLS",12,1,"SALIX",0.3,100,0,"GRASS","IND",1,0.1,"SAPLING",0.00049086
"50_1_TLS",50,1,"SALIX",0.2,100,1,"GRASS","IND",1,0.1,"SAPLING",0.00021816
"64_1_TLS",64,1,"ALCR",2.4,98.333333,0,"EQSY","CLUMP",3,0.1,"SAPLING",0.03141504
"64_1_TLS",64,1,"BENE",0.5,100,0,"EQSY","IND",1,0.1,"SAPLING",0.0013635
"64_1_TLS",64,1,"BENE",0.4,100,0,"LEGR","IND",1,0.1,"SAPLING",0.00087264
"64_1_TLS",64,1,"BENE",0.6,95,0,"VAVI","IND",1,0.1,"SAPLING",0.00196344
"64_1_TLS",64,1,"BENE",1.3,100,1,"VAVI","IND",1,0.1,"SAPLING",0.00921726
"64_1_TLS",64,1,"BENE",1.7,100,0,"EQSY","IND",1,0.1,"SAPLING",0.01576206
"65_1_TLS",65,1,"BENE",0.7,100,0,"EQSY","IND",1,2,"SAPLING",0.00267246
"52_1",52,1,"ALCR",7.2,100,0,"VAVI","CLUMP",8,2,"SAPLING",0.28273536
"52_1",52,1,"SALIX",0.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00049086
"11_0",11,0,"PIME",4.5,90,0,"LITTER","IND",1,2,"SAPLING",0.1104435
"11_0",11,0,"PIME",0.6,100,0,"VAVI","IND",1,2,"SAPLING",0.00196344
"11_0",11,0,"PIME",8.9,85,0,"VAVI","IND",1,2,"SAPLING",0.43201134
"11_0",11,0,"PIME",3.5,90,0,"MOSS","IND",1,2,"SAPLING",0.0668115
"11_0",11,0,"PIME",3.6,80,0,"MOSS","IND",1,2,"SAPLING",0.07068384
"11_0",11,0,"PIME",3.7,70,0,"MOSS","IND",1,2,"SAPLING",0.07466526
"11_0",11,0,"PIME",1,85,0,"MOSS","IND",1,2,"SAPLING",0.005454
"11_0",11,0,"PIME",1.7,90,0,"MOSS","IND",1,2,"SAPLING",0.01576206
"11_0",11,0,"PIME",6.7,95,0,"LITTER","IND",1,2,"SAPLING",0.24483006
"11_0",11,0,"PIME",3.7,80,0,"LITTER","IND",1,2,"SAPLING",0.07466526
"11_0",11,0,"PIME",9.6,90,0,"MOSS","IND",1,2,"SAPLING",0.50264064
"11_0",11,0,"PIME",4.7,90,0,"MOSS","IND",1,2,"SAPLING",0.12047886
"11_0",11,0,"PIME",7.5,95,0,"LITTER","IND",1,2,"SAPLING",0.3067875
"11_0",11,0,"PIME",7.6,80,0,"LITTER","IND",1,2,"SAPLING",0.31502304
"11_0",11,0,"PIME",4.8,85,0,"LITTER","IND",1,2,"SAPLING",0.12566016
"11_0",11,0,"PIME",3.6,10,0,"LITTER","IND",1,2,"SAPLING",0.07068384
"11_0",11,0,"PIME",3.3,85,0,"LITTER","IND",1,2,"SAPLING",0.05939406
"11_0",11,0,"PIME",4.8,95,0,"LITTER","IND",1,2,"SAPLING",0.12566016
"11_0",11,0,"PIME",5.1,85,0,"LITTER","IND",1,2,"SAPLING",0.14185854
"11_0",11,0,"PIME",9.2,95,0,"MOSS","IND",1,2,"SAPLING",0.46162656
"11_0",11,0,"PIME",1.1,100,0,"VAVI","IND",1,2,"SAPLING",0.00659934
"11_0",11,0,"PIME",4.9,90,0,"LEGR","IND",1,2,"SAPLING",0.13095054
"11_0",11,0,"PIME",6.7,95,0,"MOSS","IND",1,2,"SAPLING",0.24483006
"11_0",11,0,"PIME",5.8,40,0,"LITTER","IND",1,2,"SAPLING",0.18347256
"11_0",11,0,"PIME",6,75,0,"LITTER","IND",1,2,"SAPLING",0.196344
"11_0",11,0,"PIME",10.9,100,0,"MOSS","IND",1,2,"SAPLING",0.64798974
"11_0",11,0,"SALIX",4.8,50,0,"VAVI","CLUMP",1,2,"SAPLING",0.12566016
"11_0",11,0,"PIME",8.9,100,0,"VAVI","IND",1,2,"SAPLING",0.43201134
"11_0",11,0,"PIME",3.9,100,0,"MOSS","IND",1,2,"SAPLING",0.08295534
"11_0",11,0,"PIME",0.7,100,1,"MOSS","IND",1,2,"SAPLING",0.00267246
"11_0",11,0,"PIME",5.5,95,0,"VAVI","IND",1,2,"SAPLING",0.1649835
"11_0",11,0,"SALIX",2.6,30,1,"LEGR","IND",1,2,"SAPLING",0.03686904
"11_0",11,0,"PIME",6.4,20,0,"VAVI","IND",1,2,"SAPLING",0.22339584
"11_0",11,0,"PIME",2.2,95,0,"VAVI","IND",1,2,"SAPLING",0.02639736
"11_0",11,0,"SALIX",0.6,100,0,"MOSS","IND",1,2,"SAPLING",0.00196344
"11_0",11,0,"PIME",6.5,100,0,"VAVI","IND",1,2,"SAPLING",0.2304315
"11_0",11,0,"PIME",0.9,60,0,"LITTER","IND",1,2,"SAPLING",0.00441774
"11_0",11,0,"PIME",4.7,90,0,"LITTER","IND",1,2,"SAPLING",0.12047886
"58_0",58,0,"PIME",15.9,90,0,"VAVI","IND",1,2,"SAPLING",1.37882574
"58_0",58,0,"PIME",5.1,80,0,"MOSS","IND",1,2,"SAPLING",0.14185854
"58_0",58,0,"PIME",13.4,95,0,"VAVI","IND",1,2,"SAPLING",0.97932024
"58_0",58,0,"PIME",12.8,90,0,"VAVI","IND",1,2,"SAPLING",0.89358336
"58_0",58,0,"PIME",15,95,0,"VAVI","IND",1,2,"SAPLING",1.22715
"58_0",58,0,"PIME",5.5,70,0,"MOSS","IND",1,2,"SAPLING",0.1649835
"58_0",58,0,"PIME",14,70,0,"VAVI","IND",1,2,"SAPLING",1.068984
"58_0",58,0,"PIME",12.3,90,0,"VAVI","IND",1,2,"SAPLING",0.82513566
"58_0",58,0,"PIME",9.2,100,0,"VAVI","IND",1,2,"SAPLING",0.46162656
"58_0",58,0,"PIME",15.5,85,0,"VAVI","IND",1,2,"SAPLING",1.3103235
"58_0",58,0,"PIME",11.6,95,0,"VAVI","IND",1,2,"SAPLING",0.73389024
"58_0",58,0,"PIME",19.6,90,0,"VAVI","IND",1,2,"SAPLING",2.09520864
"58_0",58,0,"BENE",15,80,0,"VAVI","IND",1,2,"SAPLING",1.22715
"58_0",58,0,"PIME",3.9,95,0,"VAVI","IND",1,2,"SAPLING",0.08295534
"58_0",58,0,"PIME",15.5,95,0,"VAVI","IND",1,2,"SAPLING",1.3103235
"58_0",58,0,"PIME",23.6,100,0,"LITTER","IND",1,2,"SAPLING",3.03765984
"58_0",58,0,"SALIX",4.6,60,0,"VAVI","IND",1,2,"SAPLING",0.11540664
"58_0",58,0,"PIME",15.9,95,0,"VAVI","IND",1,2,"SAPLING",1.37882574
"58_0",58,0,"PIME",4.4,80,0,"MOSS","IND",1,2,"SAPLING",0.10558944
"58_0",58,0,"PIME",10.8,90,0,"MOSS","IND",1,2,"SAPLING",0.63615456
"58_0",58,0,"BENE",16.1,95,0,"MOSS","IND",1,2,"SAPLING",1.41373134
"10_0",10,0,"PIME",1.7,20,0,"MOSS","IND",1,2,"SAPLING",0.01576206
"10_0",10,0,"PIME",5.8,85,0,"BARE","IND",1,2,"SAPLING",0.18347256
"10_0",10,0,"PIME",7.1,90,0,"BARE","IND",1,2,"SAPLING",0.27493614
"10_0",10,0,"PIME",9.4,95,0,"MOSS","IND",1,2,"SAPLING",0.48191544
"10_0",10,0,"PIME",6,95,0,"MOSS","IND",1,2,"SAPLING",0.196344
"10_0",10,0,"PIME",10.6,100,1,"MOSS","IND",1,2,"SAPLING",0.61281144
"10_0",10,0,"PIME",7.5,95,0,"MOSS","IND",1,2,"SAPLING",0.3067875
"10_0",10,0,"PIME",7.6,80,0,"MOSS","IND",1,2,"SAPLING",0.31502304
"10_0",10,0,"PIME",5,90,0,"MOSS","IND",1,2,"SAPLING",0.13635
"10_0",10,0,"PIME",11.5,95,0,"MOSS","IND",1,2,"SAPLING",0.7212915
"10_0",10,0,"PIME",4.9,95,0,"MOSS","IND",1,2,"SAPLING",0.13095054
"10_0",10,0,"PIME",10.3,95,0,"MOSS","IND",1,2,"SAPLING",0.57861486
"10_0",10,0,"PIME",2.2,95,0,"VAVI","IND",1,2,"SAPLING",0.02639736
"10_0",10,0,"PIME",7.4,60,0,"MOSS","IND",1,2,"SAPLING",0.29866104
"10_0",10,0,"PIME",4.5,75,0,"LEGR","IND",1,2,"SAPLING",0.1104435
"10_0",10,0,"PIME",16.6,95,0,"OXOX","IND",1,2,"SAPLING",1.50290424
"10_0",10,0,"PIME",19.4,95,0,"MOSS","IND",1,2,"SAPLING",2.05266744
"10_0",10,0,"BENE",1.6,65,0,"BARE","IND",1,2,"SAPLING",0.01396224
"10_0",10,0,"PIME",1.2,80,0,"BARE","IND",1,2,"SAPLING",0.00785376
"10_0",10,0,"PIME",12.5,85,0,"BARE","IND",1,2,"SAPLING",0.8521875
"10_0",10,0,"PIME",16.2,80,0,"MOSS","IND",1,2,"SAPLING",1.43134776
"10_0",10,0,"PIME",2.1,70,0,"MOSS","IND",1,2,"SAPLING",0.02405214
"10_0",10,0,"PIME",3,60,0,"LEGR","IND",1,2,"SAPLING",0.049086
"10_0",10,0,"PIME",9.2,90,0,"MOSS","IND",1,2,"SAPLING",0.46162656
"10_0",10,0,"PIME",9.6,90,0,"MOSS","IND",1,2,"SAPLING",0.50264064
"10_0",10,0,"PIME",3.2,35,0,"LEGR","IND",1,2,"SAPLING",0.05584896
"10_0",10,0,"PIME",8.4,90,0,"MOSS","IND",1,2,"SAPLING",0.38483424
"10_0",10,0,"PIME",10.7,85,0,"MOSS","IND",1,2,"SAPLING",0.62442846
"10_0",10,0,"PIME",6.8,80,0,"MOSS","IND",1,2,"SAPLING",0.25219296
"10_0",10,0,"PIME",3.2,65,0,"MOSS","IND",1,2,"SAPLING",0.05584896
"10_0",10,0,"PIME",14.4,95,0,"BARE","IND",1,2,"SAPLING",1.13094144
"10_0",10,0,"PIME",13.2,100,0,"VAVI","IND",1,2,"SAPLING",0.95030496
"10_0",10,0,"PIME",4.8,70,0,"MOSS","IND",1,2,"SAPLING",0.12566016
"10_0",10,0,"PIME",1,100,0,"VAVI","IND",1,2,"SAPLING",0.005454
"10_0",10,0,"PIME",11.7,95,0,"VAVI","IND",1,2,"SAPLING",0.74659806
"10_0",10,0,"PIME",10,100,0,"VAVI","IND",1,2,"SAPLING",0.5454
"10_0",10,0,"PIME",2.7,50,0,"MOSS","IND",1,2,"SAPLING",0.03975966
"10_0",10,0,"PIME",1.2,100,0,"VAVI","IND",1,2,"SAPLING",0.00785376
"10_0",10,0,"PIME",5.8,85,0,"VAVI","IND",1,2,"SAPLING",0.18347256
"10_0",10,0,"PIME",9.5,90,0,"VAVI","IND",1,2,"SAPLING",0.4922235
"10_0",10,0,"BENE",16.1,100,0,"VAVI","IND",1,2,"SAPLING",1.41373134
"10_0",10,0,"BENE",15.7,90,0,"VAVI","IND",1,2,"SAPLING",1.34435646
"10_0",10,0,"SALIX",3.4,5,0,"VAVI","IND",1,2,"SAPLING",0.06304824
"10_0",10,0,"PIME",6.1,80,0,"MOSS","IND",1,2,"SAPLING",0.20294334
"10_0",10,0,"PIME",1.7,85,0,"LEGR","IND",1,2,"SAPLING",0.01576206
"10_0",10,0,"PIME",8.6,95,0,"OXOX","IND",1,2,"SAPLING",0.40337784
"10_0",10,0,"PIME",4.6,80,0,"MOSS","IND",1,2,"SAPLING",0.11540664
"10_0",10,0,"PIME",18.4,95,0,"BARE","IND",1,2,"SAPLING",1.84650624
"10_0",10,0,"PIME",6.5,100,0,"MOSS","IND",1,2,"SAPLING",0.2304315
"10_0",10,0,"PIME",7,95,0,"MOSS","IND",1,2,"SAPLING",0.267246
"10_0",10,0,"PIME",6.9,95,0,"OXOX","IND",1,2,"SAPLING",0.25966494
"10_0",10,0,"PIME",3,45,1,"MOSS","IND",1,2,"SAPLING",0.049086
"10_0",10,0,"PIME",11.4,90,0,"MOSS","IND",1,2,"SAPLING",0.70880184
"10_0",10,0,"PIME",10.9,95,0,"OXOX","IND",1,2,"SAPLING",0.64798974
"10_0",10,0,"PIME",11,90,0,"OXOX","IND",1,2,"SAPLING",0.659934
"10_0",10,0,"PIME",5.2,90,0,"MOSS","IND",1,2,"SAPLING",0.14747616
"10_0",10,0,"PIME",7.1,90,0,"BARE","IND",1,2,"SAPLING",0.27493614
"10_0",10,0,"PIME",6.6,90,0,"MOSS","IND",1,2,"SAPLING",0.23757624
"10_0",10,0,"PIME",4.8,80,0,"MOSS","IND",1,2,"SAPLING",0.12566016
"10_0",10,0,"PIME",6.2,100,0,"MOSS","IND",1,2,"SAPLING",0.20965176
"10_0",10,0,"PIME",7.6,95,0,"MOSS","IND",1,2,"SAPLING",0.31502304
"10_0",10,0,"PIME",9.8,90,0,"MOSS","IND",1,2,"SAPLING",0.52380216
"10_0",10,0,"PIME",6.7,80,0,"MOSS","IND",1,2,"SAPLING",0.24483006
"10_0",10,0,"PIME",4.7,80,0,"MOSS","IND",1,2,"SAPLING",0.12047886
"10_0",10,0,"PIME",5.3,70,0,"MOSS","IND",1,2,"SAPLING",0.15320286
