"SITE","SITECODE","SITENUM","TREAT","SPP","DBH_SUM","CAN_AV","BROWSE_INDEX","UND","CLUMP","STEM_COUNT","QUADRANT","TYPE"
"STEESE","35_3",35,3,"ARCT",3.2,40,0,"MOSS","CLUMP",4,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",1.3,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"ALCR",1.8,95,0,"LEGR","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",1.5,95,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",1.5,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.3,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.3,90,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.4,95,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.3,95,1,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",3.7,94,0.2,"EQSC","CLUMP",5,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.7,100,1,"MOSS","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.7,90,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POBA",2.3,95,1,"VAUL","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",1.8,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.5,95,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"ARCT",1.1,55,0,"VAUL","CLUMP",6,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.3,95,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",2.8,100,0,"LEGR","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",2.4,86.66666667,0,"LEGR","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",3.3,92.5,0.5,"MOSS","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",6.4,98,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.9,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.6,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.7,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",7.5,100,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.6,90,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.5,95,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.3,90,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",5.1,100,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.9,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0.5,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.9,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.5,97.5,0,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"BENE",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.4,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,97.5,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.1,95,0.5,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,90,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",3.1,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.4,97.5,0.5,"LICHEN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.3,95,0.5,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.7,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",2,96.66666667,0.33,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.9,97.5,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.7,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",5.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.1,97.5,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,85,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",3.7,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",2.9,95,0.67,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.7,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.5,96.66666667,0.33,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.1,100,0,"EQAR","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,95,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.8,95,1,"EQAR","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",3.1,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.2,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.3,95,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",10.2,100,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.1,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"BENE",0.2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.8,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.8,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",3.4,80,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1,80,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,96.66666667,0,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.4,90,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",6.5,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.1,80,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.4,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.5,80,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.3,97.5,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,100,0,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",2.8,96.25,0,"LITTER","CLUMP",4,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",5.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.6,80,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.7,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",7,90,0,"MOSS","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.6,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.1,95,1,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,70,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"POTR",0.1,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"SALIX",0.5,100,1,"GRASS","CLUMP",2,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",2.1,97.5,0.25,"GRASS","CLUMP",4,2,"SAPLING"
"STEESE","26_2",26,2,"SALIX",0.5,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.2,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"SALIX",0.7,95,1,"EQAR","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.2,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.4,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.3,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.3,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.1,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.2,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.9,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1.1,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.2,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.8,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",1.2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",1.8,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",2.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",1.3,95,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",1.3,90,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"ALCR",1.8,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"PIME",0.8,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1.9,90,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1.1,100,1,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",0.7,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","26_2",26,2,"BENE",1.4,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","33_1",33,1,"ALCR",3.6,98.33333333,1,"MOSS","CLUMP",3,1,"SAPLING"
"STEESE","33_1",33,1,"PIME",1.6,95,1,"VAVI","IND",1,1,"SAPLING"
"STEESE","33_1",33,1,"PIME",10.3,100,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","33_1",33,1,"PIME",4.9,95,0,"ROAC","IND",1,1,"SAPLING"
"STEESE","33_1",33,1,"PIME",6.6,80,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","33_1",33,1,"PIME",6.8,90,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","33_1",33,1,"SALIX",2.3,47.5,0,"VAVI","CLUMP",2,1,"SAPLING"
"STEESE","33_1",33,1,"SALIX",0.6,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.7,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.8,100,0,"VAVI","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,0,"VAUL","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.7,100,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.3,100,0,"LITTER","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.5,100,0,"ROAC","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,1,"LITTER","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.9,100,1,"LITTER","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.8,100,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",1.3,100,1,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.4,100,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"SALIX",0.3,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.7,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,0,"EQAR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.2,100,0,"EQAR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.2,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.3,100,0,"LITTER","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.8,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.3,100,0,"CHAN","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"SALIX",0.3,100,0,"MOSS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.8,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",1.7,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",1.9,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,0,"GRASS","IND",1,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",2,98.33333333,0,"LEGR","CLUMP",3,1,"SAPLING"
"STEESE","18_1",18,1,"BENE",0.6,100,0,"LEGR","IND",1,1,"SAPLING"
"STEESE","29_1",29,1,"BENE",8.9,97,0,"LEGR","CLUMP",5,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.4,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.8,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.8,100,0,"LEGR","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.8,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.4,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.3,100,0,"VAVI","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.3,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.2,100,0,"VAUL","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.2,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.3,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.6,100,0,"ROAC","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.2,100,0,"VAVI","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.3,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.3,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.4,95,0,"VAUL","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.7,95,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",12.1,96.07142857,0,"LEGR","CLUMP",14,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",1.6,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.9,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.4,95,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.4,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.5,97.5,0,"LEGR","CLUMP",2,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.7,95,0,"VAVI","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",1.1,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.4,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.4,80,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",2.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",1,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"SALIX",0.4,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.6,90,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","29_1",29,1,"BENE",0.2,90,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",1.7,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",1.5,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",0.1,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",1.5,73.33333333,0,"CHAN","CLUMP",3,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.5,90,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",2,90,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",3.1,82.5,0,"LITTER","CLUMP",4,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.4,80,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"BENE",1.6,85,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","23_3",23,3,"BENE",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.6,80,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",1.6,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.5,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.7,95,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"POTR",0.2,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",2.4,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"BENE",0.9,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.4,90,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.3,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",1,97.5,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.1,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","23_3",23,3,"SALIX",0.3,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",3.6,90,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",1.3,90,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"SALIX",1.1,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.4,80,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.1,100,0,"DANDELION","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.1,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.4,80,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"SALIX",1.4,95,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",2.6,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.4,80,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"SALIX",0.7,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.1,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",0.5,85,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","2_3",2,3,"POTR",4.1,92.5,0,"LITTER","CLUMP",2,2,"SAPLING"
