"SITE","SITECODE","TREAT","TYPE","DIVISON","SPP","COUNT_SITE","BASAL_SITE","COUNT_HA","BASAL_HA","LAT","LONG","SLOPE","ASPECT_RAW","ELEVATION","SOLAR","EXP_MIN","OL_AV","TOTAL_COUNT_SITE","DECID_COUNT_SITE","CONIF_COUNT_SITE","DECID_PROP_SITE","CONIF_PROP_SITE","DECID_COUNT_HA","CONIF_COUNT_HA","DECID_BASAL_HA","CONIF_BASAL_HA"
"STEESE","2_3",3,"SAPLING","d","POTR",29,0.55734426,725,13.9336065,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,10,43,0,4.3,0,1075,0,18.131823,0
"STEESE","2_3",3,"SAPLING","d","SALIX",11,0.05743062,275,1.4357655,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,34,43,0,1.26470588235294,0,1075,0,18.131823,0
"STEESE","22_3",3,"SAPLING","d","ALCR",0,0,0,0,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,14,140,1,10,0.0714285714285714,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","d","ARCT",3,0.00616302,75,0.1540755,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,14,140,1,10,0.0714285714285714,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","d","BENE",15,0.09266346,375,2.3165865,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,136,140,1,1.02941176470588,0.00735294117647059,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","c","PIME",1,0.00441774,25,0.1104435,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,8,140,1,17.5,0.125,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","d","POBA",0,0,0,0,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,182,140,1,0.769230769230769,0.00549450549450549,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","d","POTR",57,0.8003745,1425,20.0093625,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,43,140,1,3.25581395348837,0.0232558139534884,3500,25,43.599276,0.1104435
"STEESE","22_3",3,"SAPLING","d","SALIX",65,0.84477006,1625,21.1192515,65.59493,-145.01591,0.650052,117.7919998,428.9719849,617098.0506,0.9,6,141,140,1,0.99290780141844,0.00709219858156028,3500,25,43.599276,0.1104435
"STEESE","23_3",3,"SAPLING","d","ALCR",0,0,0,0,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,23,23,0,1,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","d","ARCT",0,0,0,0,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,125,23,0,0.184,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","d","BENE",3,0.01974348,75,0.493587,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,81,23,0,0.283950617283951,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","c","PIME",0,0,0,0,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,40,23,0,0.575,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","d","POBA",0,0,0,0,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,60,23,0,0.383333333333333,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","d","POTR",6,0.0640845,150,1.6021125,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,16,23,0,1.4375,0,575,0,4.889511,0
"STEESE","23_3",3,"SAPLING","d","SALIX",14,0.11175246,350,2.7938115,65.59009,-145.00854,0.504181,108.2969971,421.7950134,616410.7035,1.3,4,17,23,0,1.35294117647059,0,575,0,4.889511,0
"STEESE","24_3",3,"SAPLING","d","ALCR",0,0,0,0,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,24,125,0,5.20833333333333,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","d","ARCT",0,0,0,0,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,54,125,0,2.31481481481481,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","d","BENE",2,0.0021816,50,0.05454,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,7,125,0,17.8571428571429,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","c","PIME",0,0,0,0,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,16,125,0,7.8125,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","d","POBA",0,0,0,0,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,33,125,0,3.78787878787879,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","d","POTR",52,3.1458672,1300,78.64668,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,16,125,0,7.8125,0,3125,0,87.798492,0
"STEESE","24_3",3,"SAPLING","d","SALIX",71,0.36389088,1775,9.097272,65.58874,-144.99597,0.803482,71.876503,417.1700134,615955.8968,0,1.2,7,125,0,17.8571428571429,0,3125,0,87.798492,0
"STEESE","25_3",3,"SAPLING","d","ALCR",0,0,0,0,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,11,81,0,7.36363636363636,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","d","ARCT",1,0.01968894,25,0.4922235,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,10,81,0,8.1,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","d","BENE",0,0,0,0,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,34,81,0,2.38235294117647,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","c","PIME",0,0,0,0,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,14,81,0,5.78571428571429,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","d","POBA",0,0,0,0,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,14,81,0,5.78571428571429,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","d","POTR",33,0.6340275,825,15.8506875,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,136,81,0,0.595588235294118,0,2025,0,27.864486,0
"STEESE","25_3",3,"SAPLING","d","SALIX",47,0.460863,1175,11.521575,65.59358,-144.99825,0.472047,121.6279984,420.4249878,616308.4437,2,2.6,8,81,0,10.125,0,2025,0,27.864486,0
"STEESE","35_3",3,"SAPLING","d","ALCR",1,0.01767096,25,0.441774,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,182,39,1,0.214285714285714,0.00549450549450549,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","d","ARCT",4,0.40457772,100,10.114443,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,43,39,1,0.906976744186046,0.0232558139534884,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","d","BENE",13,3.98671038,325,99.6677595,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,141,39,1,0.276595744680851,0.00709219858156028,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","c","PIME",1,0.01068984,25,0.267246,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,23,39,1,1.69565217391304,0.0434782608695652,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","d","POBA",1,0.02885166,25,0.7212915,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,125,39,1,0.312,0.008,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","d","POTR",7,0.0338148,175,0.84537,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,81,39,1,0.481481481481481,0.0123456790123457,975,25,224.6270805,0.267246
"STEESE","35_3",3,"SAPLING","d","SALIX",13,4.5134577,325,112.8364425,65.59224,-144.99461,1.14961,102.7590027,418.0899963,615894.5512,5.1,1.8,40,39,1,0.975,0.025,975,25,224.6270805,0.267246
