"SITE","SITECODE","SITENUM","TREAT","SPP","DBH_AV","CAN_AV","BROW_INDEX","UND","CLUMP","STEM_COUNT","QUAD"
"DALTON","55_3",55,3,"BENE",2.7,95,0.5,"LITTER","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",1.5,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.5,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.7,60,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.2,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",0.8,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.2,60,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",0.5,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.2,70,1,"CHAN","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",1.8,100,1,"CHAN","IND",1,2
"DALTON","55_3",55,3,"BENE",1.6,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,100,0,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",1.2,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2.5,90,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.6,85,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,95,1,"BARE","IND",1,2
"DALTON","55_3",55,3,"BENE",5.4,95,1,"EQSC","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",2.4,95,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.4,100,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.4,96.6666667,0.33,"GRASS","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",1.6,100,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,80,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.8,65,0.5,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",0.4,100,0,"CHAN","IND",1,2
"DALTON","55_3",55,3,"BENE",2.4,95,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.3,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.4,100,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.2,95,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,95,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.8,92.5,1,"GRASS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",1.9,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.8,50,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",3.8,97.5,0,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"ALCR",1.2,95,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",5,95,1,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",0.8,95,0,"CHAN","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",3.3,95,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,80,1,"VAVI","IND",1,2
"DALTON","55_3",55,3,"BENE",0.7,95,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,90,0.5,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",1.6,92.5,1,"GRASS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",3.5,95,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.5,96.666667,0.33,"MOSS","CLUMP",3,2
"DALTON","55_3",55,3,"SALIX",2.2,95,1,"CHAN","IND",1,2
"DALTON","55_3",55,3,"SALIX",0.3,100,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"SALIX",4.8,91.25,1,"GRASS","CLUMP",4,2
"DALTON","55_3",55,3,"SALIX",1,90,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.5,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.6,90,0,"EQAR","IND",1,2
"DALTON","55_3",55,3,"ALCR",0.4,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.8,95,0,"LITTER","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",8.3,93.75,1,"LITTER","CLUMP",4,2
"DALTON","55_3",55,3,"SALIX",1.5,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"ALCR",2.5,90,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"ALCR",2,90,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.2,90,0,"EQAR","IND",1,2
"DALTON","55_3",55,3,"BENE",1.5,95,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",2,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"ALCR",19.4,83.75,0.88,"GRASS","CLUMP",8,2
"DALTON","55_3",55,3,"BENE",3.5,95,0.5,"GRASS","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",3,50,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.5,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.6,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",1.3,90,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",1.8,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.6,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.7,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.4,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",0.9,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",3.2,95,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,95,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",3,95,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",2,90,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.1,95,0,"LITTER","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",2.2,95,1,"CHAN","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",5.2,95,0.67,"LITTER","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",2.3,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.1,60,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.7,95,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"SALIX",5.2,71.6666667,0,"GRASS","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",2.5,95,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.4,95,1,"CHAN","IND",1,2
"DALTON","54_3",54,3,"BENE",0.1,100,0,"CHAN","IND",1,2
"DALTON","54_3",54,3,"BENE",2.3,95,1,"CHAN","IND",1,2
"DALTON","54_3",54,3,"BENE",3.3,100,1,"LITTER","CLUMP",1,2
"DALTON","54_3",54,3,"BENE",1.6,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",2.9,95,0,"GRASS","IND",1,2
"DALTON","54_3",54,3,"BENE",3.5,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.7,85,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",0.7,100,0,"GRASS","IND",1,2
"DALTON","54_3",54,3,"BENE",2.4,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",0.7,75,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",2.3,95,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",2.6,80,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",2.1,70,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",6.8,92.5,1,"MOSS","CLUMP",4,2
"DALTON","54_3",54,3,"BENE",6.2,100,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",6.5,97.5,0,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",1.7,95,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",3.4,90,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",0.7,90,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",0.7,5,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.8,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",2.1,85,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",1.2,80,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.4,40,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",6.5,100,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",2.2,95,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",3.7,95,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",1.7,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",1.4,60,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",4.7,95,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"SALIX",0.8,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",2.8,80,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",1.8,90,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.5,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",0.6,85,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",3.9,90,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",2.1,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",3.6,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",5.3,93.75,1,"MOSS","CLUMP",4,2
"DALTON","54_3",54,3,"BENE",2.9,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",3.8,95,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",12.1,87.5,1,"MOSS","CLUMP",6,2
"DALTON","54_3",54,3,"BENE",5.3,100,0,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",0.7,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",2.9,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",0.5,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",1,97.5,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",4.1,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.8,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"SALIX",1.4,90,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",0.1,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",3.8,95,0,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",2.3,100,0,"GRASS","IND",1,2
"DALTON","54_3",54,3,"BENE",5.4,100,0,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"POTR",2.5,20,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.7,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"SALIX",2.6,93.333333,1,"MOSS","CLUMP",3,2
"DALTON","54_3",54,3,"SALIX",1.4,85,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",2.9,100,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.6,95,0,"CHAN","IND",1,2
"DALTON","54_3",54,3,"BENE",1.7,100,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",1.5,80,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",7.4,97.5,0,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",2.2,90,0,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",3,95,1,"LITTER","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",3.2,95,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",2.5,95,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",1.7,85,0,"LITTER","IND",1,2
"DALTON","54_3",54,3,"SALIX",1.5,100,1,"LITTER","CLUMP",2,2
"DALTON","54_3",54,3,"SALIX",1.1,85,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"POTR",2.1,100,1,"MOSS","IND",1,2
"DALTON","54_3",54,3,"BENE",1.6,95,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",2.5,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",6.7,100,1,"MOSS","CLUMP",2,2
"DALTON","54_3",54,3,"BENE",3.9,100,1,"LITTER","IND",1,2
"DALTON","54_3",54,3,"BENE",3.1,90,0,"GRASS","CLUMP",1,2
"DALTON","14_3",14,3,"SALIX",3.2,85,1,"EQSC","CLUMP",3,2
"DALTON","14_3",14,3,"BENE",1,100,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"SALIX",0.5,100,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"BENE",1.6,92.5,0.5,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",1.9,100,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"SALIX",2,92.5,1,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"SALIX",1,100,0,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"SALIX",0.5,50,1,"GRASS","IND",1,2
"DALTON","14_3",14,3,"BENE",1.4,85,0,"MOSS","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",1.1,90,1,"GRASS","IND",1,2
"DALTON","14_3",14,3,"ALCR",2.6,100,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"BENE",1.4,95,0,"MOSS","CLUMP",1,2
"DALTON","14_3",14,3,"BENE",1.7,90,1,"LITTER","IND",1,2
"DALTON","14_3",14,3,"BENE",2.3,100,0,"EQSC","IND",1,2
"DALTON","14_3",14,3,"SALIX",4.5,96.6666667,0.67,"EQSC","CLUMP",3,2
"DALTON","14_3",14,3,"BENE",1.3,95,0,"EQSC","IND",1,2
"DALTON","14_3",14,3,"ALCR",3.3,92.5,0.5,"GRASS","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",2.1,100,0,"LITTER","IND",1,2
"DALTON","14_3",14,3,"ALCR",5.7,90,0.5,"LITTER","CLUMP",4,2
"DALTON","14_3",14,3,"BENE",1.8,100,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"SALIX",1.6,100,0,"MOSS","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",1.2,100,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"SALIX",1,100,0,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",1.8,100,0,"GRASS","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",0.5,100,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"SALIX",1.7,100,0.33,"GRASS","CLUMP",3,2
"DALTON","14_3",14,3,"SALIX",1.7,95,0.5,"EQSC","CLUMP",2,2
"DALTON","14_3",14,3,"SALIX",2.3,100,0,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",1.1,100,0,"EQSC","IND",1,2
"DALTON","14_3",14,3,"BENE",0.5,90,0,"LITTER","IND",1,2
"DALTON","14_3",14,3,"BENE",0.4,100,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"BENE",0.4,100,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"SALIX",1.7,97.5,0,"MOSS","CLUMP",2,2
"DALTON","14_3",14,3,"SALIX",4.5,95,0.5,"EQSC","CLUMP",4,2
"DALTON","14_3",14,3,"SALIX",3.3,90,0.5,"EQSY","CLUMP",2,2
"DALTON","14_3",14,3,"SALIX",1.2,95,0,"MEPA","CLUMP",2,2
"DALTON","14_3",14,3,"BENE",0.3,95,1,"LITTER","IND",1,2
"DALTON","14_3",14,3,"BENE",2.2,90,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"BENE",0.4,95,0,"EQSC","IND",1,2
"DALTON","14_3",14,3,"SALIX",1,95,0,"GRASS","IND",1,2
"DALTON","14_3",14,3,"ALCR",4.1,95,0,"LITTER","CLUMP",3,2
"DALTON","14_3",14,3,"SALIX",0.8,90,1,"MOSS","IND",1,2
"DALTON","14_3",14,3,"BENE",0.3,100,0,"MOSS","IND",1,2
"DALTON","14_3",14,3,"BENE",1.8,93.33333,0,"GRASS","CLUMP",3,2
"DALTON","14_3",14,3,"BENE",5.9,66.666667,1,"EQSC","CLUMP",3,2
"DALTON","14_3",14,3,"ALCR",3.4,95,1,"LITTER","CLUMP",3,2
"DALTON","14_3",14,3,"ALCR",2.2,92.5,0.5,"GRASS","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",2.5,77.5,0.5,"MOSS","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",0.4,95,0,"LITTER","IND",1,2
"DALTON","14_3",14,3,"ALCR",2.5,95,0,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",3.7,81.666667,0,"LITTER","CLUMP",3,2
"DALTON","14_3",14,3,"ALCR",4,91.6666667,0,"LITTER","CLUMP",3,2
"DALTON","14_3",14,3,"ALCR",3.2,75,0,"LITTER","CLUMP",2,2
"DALTON","14_3",14,3,"ALCR",0.4,100,0,"LITTER","IND",1,2
"DALTON","14_3",14,3,"ALCR",4.3,85,0.5,"LITTER","CLUMP",4,2
"DALTON","14_3",14,3,"ALCR",3.4,85,0.5,"LITTER","CLUMP",2,2
"DALTON","7_3",7,3,"SALIX",2.1,95,0,"LITTER","CLUMP",2,2
"DALTON","7_3",7,3,"BENE",1.9,95,0,"MOSS","IND",1,2
"DALTON","7_3",7,3,"SALIX",7.7,82,0.6,"LITTER","CLUMP",5,2
"DALTON","7_3",7,3,"BENE",2.5,95,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"ALCR",4,92.5,0.5,"EQSC","CLUMP",2,2
"DALTON","7_3",7,3,"SALIX",5.8,86.666667,0.67,"LITTER","CLUMP",3,2
"DALTON","7_3",7,3,"BENE",0.3,95,0,"MOSS","IND",1,2
"DALTON","7_3",7,3,"BENE",1.5,90,1,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",2.1,95,0,"GRASS","IND",1,2
"DALTON","7_3",7,3,"BENE",1.6,95,1,"GRASS","IND",1,2
"DALTON","7_3",7,3,"BENE",1.3,95,1,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",2.9,100,1,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",2.3,100,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",1.7,95,1,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",1.7,95,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",1,95,0,"MOSS","IND",1,2
"DALTON","7_3",7,3,"BENE",1.7,95,0,"GRASS","IND",1,2
"DALTON","7_3",7,3,"SALIX",1,70,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",2.2,95,0,"MOSS","IND",1,2
"DALTON","7_3",7,3,"ALCR",4.1,91.666667,0,"MOSS","CLUMP",3,2
"DALTON","7_3",7,3,"BENE",7.8,96.6666667,0.33,"LITTER","CLUMP",3,2
"DALTON","7_3",7,3,"BENE",1.8,95,1,"GRASS","IND",1,2
"DALTON","7_3",7,3,"BENE",0.5,90,1,"EQSC","IND",1,2
"DALTON","7_3",7,3,"SALIX",1.2,80,1,"MOSS","IND",1,2
"DALTON","7_3",7,3,"SALIX",4.4,90,0.33,"EQSC","CLUMP",3,2
"DALTON","7_3",7,3,"BENE",0.5,95,0,"MOSS","IND",1,2
"DALTON","7_3",7,3,"BENE",1.5,92.5,0.5,"LITTER","CLUMP",2,2
"DALTON","7_3",7,3,"BENE",1.7,95,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"BENE",1.9,95,0,"VAVI","IND",1,2
"DALTON","7_3",7,3,"ALCR",1.7,95,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"ALCR",2.3,95,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"ALCR",1.2,90,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"SALIX",1,90,0,"LITTER","IND",1,2
"DALTON","7_3",7,3,"ALCR",5.3,90,0.67,"MOSS","CLUMP",3,2
"DALTON","12_1",12,1,"BENE",0.7,95,0,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.6,100,0,"MOSS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.3,100,0,"CHAN","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.3,100,0,"EQSY","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"EQSY","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",0.2,100,0,"EQAR","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",0.2,100,0,"LITTER","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.7,100,0,"EQAR","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"LITTER","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.5,100,0,"LEGR","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",0.3,100,0,"LITTER","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"LITTER","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"LITTER","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"CHAN","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",0.3,100,0,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"VAVI","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.3,100,0,"VAVI","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.4,100,0,"VAVI","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.8,100,0,"MOSS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.3,100,0,"CHAN","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.2,100,0,"EQAR","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",0.2,100,0,"EQAR","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.5,100,0,"CHAN","IND",1,0.1
"DALTON","12_1",12,1,"SALIX",1,40,1,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.8,95,0,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"ALCR",1.4,95,1,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"ALCR",1.1,90,0,"CHAN","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.5,100,0,"GRASS","IND",1,0.1
"DALTON","12_1",12,1,"BENE",0.3,100,0,"EQSY","IND",1,0.1
"DALTON","50_1",50,1,"ALCR",2,96.6666667,0,"EQSC","CLUMP",3,0.1
"DALTON","50_1",50,1,"ALCR",0.7,100,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.8,95,0,"EQSY","CLUMP",2,0.1
"DALTON","50_1",50,1,"SALIX",0.4,100,0,"GRASS","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.6,100,1,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"ALCR",2.4,95,0,"LITTER","CLUMP",2,0.1
"DALTON","50_1",50,1,"BENE",0.2,100,0,"MOSS","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.5,80,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"BENE",0.3,100,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"BENE",0.2,100,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.3,95,1,"CHAN","IND",1,0.1
"DALTON","50_1",50,1,"BENE",0.5,95,0,"MOSS","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.2,90,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"BENE",0.7,95,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"BENE",0.6,95,0,"LITTER","IND",1,0.1
"DALTON","50_1",50,1,"SALIX",0.2,100,1,"GRASS","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",1,100,0,"GRASS","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",14.9,100,0,"LEGR","CLUMP",9,0.1
"DALTON","64_1",64,1,"ALCR",3.8,100,0,"VAVI","CLUMP",2,0.1
"DALTON","64_1",64,1,"BENE",0.4,100,0,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"BENE",1.5,85,0,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.5,95,0,"VAVI","CLUMP",5,0.1
"DALTON","64_1",64,1,"BENE",0.4,100,0,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.4,98.333333,0,"EQSY","CLUMP",3,0.1
"DALTON","64_1",64,1,"BENE",0.5,100,0,"EQSY","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.1,100,0,"VAUL","CLUMP",2,0.1
"DALTON","64_1",64,1,"BENE",4.6,95,0,"LEGR","CLUMP",3,0.1
"DALTON","64_1",64,1,"SALIX",0.3,90,0,"VAUL","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.5,95,0,"VAVI","CLUMP",2,0.1
"DALTON","64_1",64,1,"BENE",0.4,100,0,"LEGR","IND",1,0.1
"DALTON","64_1",64,1,"SALIX",0.3,90,0,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"SALIX",0.5,85,0,"LEGR","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",4,97.5,0,"VAVI","CLUMP",4,0.1
"DALTON","64_1",64,1,"PIME",3.2,100,0,"LEGR","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",1.7,100,0,"LEGR","CLUMP",2,0.1
"DALTON","64_1",64,1,"BENE",0.6,95,0,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"BENE",1.3,100,1,"VAVI","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.5,96.666667,0,"VAVI","CLUMP",3,0.1
"DALTON","64_1",64,1,"ALCR",4.7,100,0,"CHAN","CLUMP",4,0.1
"DALTON","64_1",64,1,"BENE",1.7,100,0,"EQSY","IND",1,0.1
"DALTON","64_1",64,1,"ALCR",2.9,95,0,"EQSY","CLUMP",2,0.1
"DALTON","64_1",64,1,"SALIX",0.8,40,0,"EQSY","IND",1,0.1
"DALTON","65_1",65,1,"SALIX",0.7,85,1,"VAVI","IND",1,2
"DALTON","65_1",65,1,"SALIX",0.4,100,0,"EQSY","IND",1,2
"DALTON","65_1",65,1,"SALIX",0.4,100,0,"MOSS","IND",1,2
"DALTON","65_1",65,1,"SALIX",0.6,90,0,"VAVI","IND",1,2
