SITE,PLOT,TREAT,SPP,DBH,CANOPY,BROWSE,UND,START_END,CLUMP,QUAD,DIV,BA_unscale,BA_ha
DALTON,8_2,2,SALIX,2,100,n,ROAC,,CLUMP,50,d,0.000314159,0.015707963
DALTON,8_2,2,SALIX,2.3,95,n,ROAC,,CLUMP,50,d,0.000415476,0.020773781
DALTON,8_2,2,SALIX,2.5,95,n,ROAC,,CLUMP,50,d,0.000490874,0.024543693
DALTON,8_2,2,SALIX,2.3,90,n,ROAC,,CLUMP,50,d,0.000415476,0.020773781
DALTON,8_2,2,SALIX,2.5,90,n,ROAC,,CLUMP,50,d,0.000490874,0.024543693
DALTON,8_2,2,SALIX,3,100,n,ROAC,END,CLUMP,50,d,0.000706858,0.035342917
DALTON,8_2,2,ALCR,1.1,100,n,ROAC,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,8_2,2,ALCR,1.5,90,y,ROAC,END,CLUMP,50,d,0.000176715,0.008835729
DALTON,8_2,2,PIME,1.4,60,y,ROAC,,IND,50,c,0.000153938,0.007696902
DALTON,40_2,2,SALIX,0.5,95,n,VAVI,START,CLUMP,50,d,1.96E-05,0.000981748
DALTON,40_2,2,SALIX,1.8,80,y,VAVI,,CLUMP,50,d,0.000254469,0.01272345
DALTON,40_2,2,SALIX,1,85,y,VAVI,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,40_2,2,SALIX,1.7,85,y,VAVI,,CLUMP,50,d,0.00022698,0.011349003
DALTON,40_2,2,SALIX,1.3,70,y,VAVI,END,CLUMP,50,d,0.000132732,0.006636614
DALTON,40_2,2,BENE,6.9,95,y,VAVI,,IND,50,d,0.003739281,0.186964033
DALTON,40_2,2,BENE,2.6,95,y,GRASS,,IND,50,d,0.000530929,0.026546458
DALTON,40_2,2,BENE,1.7,25,y,VAVI,,IND,50,d,0.00022698,0.011349003
DALTON,40_2,2,BENE,2,100,y,VAVI,,IND,50,d,0.000314159,0.015707963
DALTON,40_2,2,BENE,1.3,95,y,VAVI,,IND,50,d,0.000132732,0.006636614
DALTON,40_2,2,SALIX,0.7,90,y,LITTER,START,CLUMP,50,d,3.85E-05,0.001924226
DALTON,40_2,2,SALIX,1.3,20,y,LITTER,,CLUMP,50,d,0.000132732,0.006636614
DALTON,40_2,2,SALIX,1.7,70,y,LITTER,END,CLUMP,50,d,0.00022698,0.011349003
DALTON,40_2,2,SALIX,0.7,90,y,GRASS,START,CLUMP,50,d,3.85E-05,0.001924226
DALTON,40_2,2,SALIX,2.7,85,y,GRASS,,CLUMP,50,d,0.000572555,0.028627763
DALTON,40_2,2,SALIX,2.8,65,y,GRASS,END,CLUMP,50,d,0.000615752,0.030787608
DALTON,40_2,2,BENE,7.7,100,y,GRASS,,IND,50,d,0.004656626,0.232831286
DALTON,40_2,2,BENE,8.4,100,y,GRASS,,IND,50,d,0.005541769,0.277088472
DALTON,40_2,2,SALIX,2.1,70,y,GRASS,START,CLUMP,50,d,0.000346361,0.01731803
DALTON,40_2,2,SALIX,1.5,8,y,GRASS,,CLUMP,50,d,0.000176715,0.008835729
DALTON,40_2,2,SALIX,1.3,90,y,GRASS,END,CLUMP,50,d,0.000132732,0.006636614
DALTON,40_2,2,BENE,0.5,95,n,VAUL,,IND,50,d,1.96E-05,0.000981748
DALTON,40_2,2,POTR,0.3,100,n,VAUL,,IND,50,d,7.07E-06,0.000353429
DALTON,40_2,2,SALIX,1,100,n,VAVI,,IND,50,d,7.85E-05,0.003926991
DALTON,40_2,2,POTR,1.7,100,y,VAVI,,IND,50,d,0.00022698,0.011349003
DALTON,40_2,2,POTR,1,100,n,VAVI,,IND,50,d,7.85E-05,0.003926991
DALTON,40_2,2,BENE,1.8,100,n,VAUL,,IND,50,d,0.000254469,0.01272345
DALTON,40_2,2,SALIX,1.9,95,y,VAVI,START,CLUMP,50,d,0.000283529,0.014176437
DALTON,40_2,2,SALIX,2.3,90,y,VAVI,,CLUMP,50,d,0.000415476,0.020773781
DALTON,40_2,2,SALIX,1.9,80,y,VAVI,,CLUMP,50,d,0.000283529,0.014176437
DALTON,40_2,2,SALIX,2.5,70,y,VAVI,,CLUMP,50,d,0.000490874,0.024543693
DALTON,40_2,2,SALIX,1.8,35,y,VAVI,,CLUMP,50,d,0.000254469,0.01272345
DALTON,40_2,2,SALIX,2.6,70,y,VAVI,,CLUMP,50,d,0.000530929,0.026546458
DALTON,40_2,2,SALIX,1.9,85,y,VAVI,,CLUMP,50,d,0.000283529,0.014176437
DALTON,40_2,2,SALIX,2.4,80,y,VAVI,END,CLUMP,50,d,0.000452389,0.022619467
DALTON,40_2,2,SALIX,2.6,90,y,VAVI,START,CLUMP,50,d,0.000530929,0.026546458
DALTON,40_2,2,SALIX,2.6,85,n,VAVI,,CLUMP,50,d,0.000530929,0.026546458
DALTON,40_2,2,SALIX,1.1,90,y,VAVI,,CLUMP,50,d,9.50E-05,0.004751659
DALTON,40_2,2,SALIX,3.4,95,y,VAVI,END,CLUMP,50,d,0.00090792,0.045396014
DALTON,40_2,2,BENE,1.6,95,y,VAVI,START,CLUMP,50,d,0.000201062,0.010053096
DALTON,40_2,2,BENE,2.9,95,y,VAVI,,CLUMP,50,d,0.00066052,0.033025993
DALTON,40_2,2,BENE,1.1,95,y,VAVI,,CLUMP,50,d,9.50E-05,0.004751659
DALTON,40_2,2,BENE,1.5,100,y,VAVI,,CLUMP,50,d,0.000176715,0.008835729
DALTON,40_2,2,BENE,5.9,95,y,VAVI,,CLUMP,50,d,0.002733971,0.13669855
DALTON,40_2,2,BENE,2,95,y,VAVI,,CLUMP,50,d,0.000314159,0.015707963
DALTON,40_2,2,BENE,2.3,95,n,VAVI,,CLUMP,50,d,0.000415476,0.020773781
DALTON,40_2,2,BENE,3.6,100,n,VAVI,END,CLUMP,50,d,0.001017876,0.050893801
DALTON,40_2,2,BENE,3.5,95,y,VAUL,START,CLUMP,50,d,0.000962113,0.048105638
DALTON,40_2,2,BENE,3.4,100,y,VAUL,,CLUMP,50,d,0.00090792,0.045396014
DALTON,40_2,2,BENE,3.1,95,y,VAUL,,CLUMP,50,d,0.000754768,0.037738382
DALTON,40_2,2,BENE,4.2,100,y,VAUL,END,CLUMP,50,d,0.001385442,0.069272118
DALTON,40_2,2,BENE,2.7,100,n,ROAC,END,CLUMP,50,d,0.000572555,0.028627763
DALTON,40_2,2,SALIX,1,90,y,VAVI,,IND,50,d,7.85E-05,0.003926991
DALTON,40_2,2,BENE,1.7,100,y,VAVI,,IND,50,d,0.00022698,0.011349003
DALTON,40_2,2,SALIX,2,80,y,ASTER?,START,CLUMP,50,d,0.000314159,0.015707963
DALTON,40_2,2,SALIX,0.2,100,n,ASTER?,END,CLUMP,50,d,3.14E-06,0.00015708
DALTON,40_2,2,SALIX,1.1,85,y,VAVI,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,40_2,2,SALIX,0.6,90,y,VAVI,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,40_2,2,SALIX,0.7,95,y,VAVI,START,CLUMP,50,d,3.85E-05,0.001924226
DALTON,40_2,2,SALIX,1,100,y,VAVI,END,CLUMP,50,d,7.85E-05,0.003926991
DALTON,40_2,2,BENE,3.6,100,n,LEGR,START,CLUMP,50,d,0.001017876,0.050893801
DALTON,40_2,2,BENE,4.4,100,y,LEGR,,CLUMP,50,d,0.001520531,0.076026542
DALTON,40_2,2,BENE,5.8,100,y,LEGR,END,CLUMP,50,d,0.002642079,0.132103971
DALTON,40_2,2,BENE,1.7,95,n,GRASS,START,CLUMP,50,d,0.00022698,0.011349003
DALTON,40_2,2,BENE,5.4,95,y,GRASS,,CLUMP,50,d,0.002290221,0.114511052
DALTON,40_2,2,BENE,4.4,100,y,GRASS,END,CLUMP,50,d,0.001520531,0.076026542
DALTON,40_2,2,BENE,0.8,100,n,VAVI,,IND,50,d,5.03E-05,0.002513274
DALTON,40_2,2,BENE,5.2,100,y,MOSS,,IND,50,d,0.002123717,0.106185832
DALTON,40_2,2,BENE,3.1,95,y,LITTER,,IND,50,d,0.000754768,0.037738382
DALTON,40_2,2,BENE,2.1,95,y,LITTER,,IND,50,d,0.000346361,0.01731803
DALTON,40_2,2,SALIX,1.9,90,y,LITTER,START,CLUMP,50,d,0.000283529,0.014176437
DALTON,40_2,2,SALIX,1.4,85,y,LITTER,,CLUMP,50,d,0.000153938,0.007696902
DALTON,40_2,2,SALIX,2,75,y,LITTER,,CLUMP,50,d,0.000314159,0.015707963
DALTON,40_2,2,SALIX,2.1,90,y,LITTER,,CLUMP,50,d,0.000346361,0.01731803
DALTON,40_2,2,SALIX,2.4,80,y,LITTER,,CLUMP,50,d,0.000452389,0.022619467
DALTON,40_2,2,BENE,2,100,y,LITTER,,IND,50,d,0.000314159,0.015707963
DALTON,42_1,1,BENE,0.8,90,n,VAVI,,IND,50,d,5.03E-05,0.002513274
DALTON,42_1,1,BENE,0.9,95,n,VAVI,,IND,50,d,6.36E-05,0.003180863
DALTON,42_1,1,BENE,1.6,100,n,LEDE,,IND,50,d,0.000201062,0.010053096
DALTON,42_1,1,BENE,0.3,100,y,RUCH,,IND,50,d,7.07E-06,0.000353429
DALTON,42_1,1,BENE,1.3,90,n,GRASS,,IND,50,d,0.000132732,0.006636614
DALTON,42_1,1,BENE,0.9,95,n,GRASS,,IND,50,d,6.36E-05,0.003180863
DALTON,42_1,1,BENE,0.4,40,n,RUCH,,IND,50,d,1.26E-05,0.000628319
DALTON,42_1,1,PIME,0.6,100,n,RUCH,,IND,50,c,2.83E-05,0.001413717
DALTON,42_1,1,BENE,0.4,100,n,LEDE,,IND,50,d,1.26E-05,0.000628319
DALTON,42_1,1,ALCR,1.6,95,y,LEDE,START,CLUMP,50,d,0.000201062,0.010053096
DALTON,42_1,1,ALCR,1.8,95,y,LEDE,,CLUMP,50,d,0.000254469,0.01272345
DALTON,42_1,1,ALCR,1.7,90,y,LEDE,,CLUMP,50,d,0.00022698,0.011349003
DALTON,42_1,1,ALCR,1.3,95,y,LEDE,,CLUMP,50,d,0.000132732,0.006636614
DALTON,42_1,1,ALCR,0.9,95,y,LEDE,,CLUMP,50,d,6.36E-05,0.003180863
DALTON,42_1,1,ALCR,0.2,100,y,LEDE,,CLUMP,50,d,3.14E-06,0.00015708
DALTON,42_1,1,ALCR,0.7,95,n,LEDE,END,CLUMP,50,d,3.85E-05,0.001924226
DALTON,42_1,1,BENE,2.3,90,n,VAVI,,IND,50,d,0.000415476,0.020773781
STEESE,34_2,2,SALIX,0.3,100,Y,EQAR,START,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,100,N,EQAR,,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,1.1,100,Y,EQAR,,CLUMP,100,d,9.50E-05,0.009503318
STEESE,34_2,2,SALIX,0.4,100,Y,EQAR,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.2,100,N,LITTER,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.9,100,Y,EQAR,,IND,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.6,95,Y,CHAN,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.3,100,Y,EQAR,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,95,Y,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.5,95,Y,CHAN,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.2,100,N,EQAR,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.5,100,Y,MOSS,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.2,90,N,EQAR,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.5,70,Y,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,50,Y,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.5,20,Y,CHAN,START,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,20,Y,CHAN,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.5,100,N,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.8,95,N,EQAR,,IND,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.3,100,Y,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.2,95,Y,LITTER,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.7,40,Y,MOSS,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.4,95,Y,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,95,Y,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.8,95,Y,LITTER,,IND,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.4,100,Y,EQAR,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,95,Y,EQAR,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,100,Y,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.9,95,Y,LITTER,,IND,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.5,80,N,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.6,80,N,MOSS,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,100,Y,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,95,Y,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,1.1,95,Y,LITTER,,IND,100,d,9.50E-05,0.009503318
STEESE,34_2,2,SALIX,0.7,100,Y,LITTER,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.2,5,N,LITTER,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.3,95,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,95,Y,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.5,95,Y,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.7,100,Y,EQAR,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,1.1,90,Y,LITTER,,IND,100,d,9.50E-05,0.009503318
STEESE,34_2,2,SALIX,0.9,95,Y,MOSS,,IND,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.5,90,Y,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.5,95,Y,CHAN,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,95,N,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,BENE,0.3,95,N,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,95,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,BENE,0.3,90,N,CHAN,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,40,N,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,100,N,GRASS,START,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.2,95,N,GRASS,,CLUMP,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.3,100,N,GRASS,END,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,BENE,0.5,95,N,VAVI,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.6,95,N,MOSS,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.5,100,Y,MOSS,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,100,Y,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,95,Y,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,80,N,LICHEN,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.5,80,Y,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.3,95,N,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,95,N,MOSS,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.5,90,Y,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,BENE,0.4,90,N,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.9,90,N,EQAR,START,CLUMP,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.3,10,Y,EQAR,,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.6,95,Y,EQAR,END,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,BENE,0.3,95,N,EQAR,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.7,100,Y,LITTER,START,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.1,100,N,LITTER,,CLUMP,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,SALIX,0.5,95,Y,LITTER,END,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,BENE,1,100,Y,CHAN,,IND,100,d,7.85E-05,0.007853982
STEESE,34_2,2,SALIX,0.4,95,Y,EQAR,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.7,100,Y,LITTER,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,BENE,0.2,90,Y,VAUL,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.5,95,Y,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,BENE,0.6,100,N,VAVI,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.6,90,Y,EQAR,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,BENE,1.2,100,Y,VAVI,,IND,100,d,0.000113097,0.011309734
STEESE,34_2,2,POTR,0.1,100,N,LITTER,,IND,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,BENE,0.8,100,N,LITTER,,IND,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.5,95,Y,MOSS,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.7,100,Y,MOSS,START,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.6,95,Y,MOSS,,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.5,100,Y,MOSS,END,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.6,95,Y,VAUL,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.6,80,N,MOSS,START,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.2,100,N,MOSS,END,CLUMP,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.5,100,N,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.7,100,Y,EQAR,START,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.5,100,Y,EQAR,END,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.9,70,N,MOSS,START,CLUMP,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.6,100,Y,MOSS,,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.7,95,Y,MOSS,END,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.8,100,N,MOSS,START,CLUMP,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.7,90,N,MOSS,,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.8,100,Y,MOSS,,CLUMP,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.4,30,Y,MOSS,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.7,95,Y,LITTER,START,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.5,95,N,LITTER,,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.1,100,N,LITTER,END,CLUMP,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,SALIX,0.8,95,Y,MOSS,START,CLUMP,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.6,95,Y,MOSS,END,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.4,95,Y,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,100,Y,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,1.1,95,Y,LITTER,START,START,100,d,9.50E-05,0.009503318
STEESE,34_2,2,SALIX,0.3,30,Y,LITTER,END,END,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.4,95,N,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.8,100,Y,MOSS,START,CLUMP,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,1,40,Y,MOSS,,CLUMP,100,d,7.85E-05,0.007853982
STEESE,34_2,2,SALIX,1.2,100,Y,MOSS,END,CLUMP,100,d,0.000113097,0.011309734
STEESE,34_2,2,SALIX,0.4,95,Y,LITTER,START,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,95,N,LITTER,,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,1.1,45,Y,LITTER,END,CLUMP,100,d,9.50E-05,0.009503318
STEESE,34_2,2,SALIX,0.9,90,Y,LITTER,,IND,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.4,30,Y,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,100,Y,MOSS,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,BENE,0.4,100,N,CHAN,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,BENE,0.6,95,Y,LEGR,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,BENE,0.3,70,Y,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,POTR,0.1,100,N,LITTER,,IND,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,SALIX,0.8,95,Y,EQAR,,IND,100,d,5.03E-05,0.005026548
STEESE,34_2,2,SALIX,0.1,95,N,LITTER,,IND,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,SALIX,0.6,80,Y,LITTER,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.2,100,N,GRASS,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.3,100,N,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.4,100,N,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.7,100,N,MOSS,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,POTR,0.9,80,N,MOSS,,IND,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.5,100,N,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,START,CLUMP,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.4,100,N,LITTER,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,100,N,EQAR,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,95,N,CHAN,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.4,95,Y,CHAN,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,100,Y,LEGR,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,100,N,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.7,100,Y,LEDE,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.4,90,Y,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,100,N,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.2,100,N,LITTER,,IND,100,d,3.14E-06,0.000314159
STEESE,34_2,2,SALIX,0.3,100,N,LITTER,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.3,85,Y,MOSS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.1,100,N,GRASS,,IND,100,d,7.85E-07,7.85E-05
STEESE,34_2,2,SALIX,0.4,100,Y,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.6,95,Y,LEDE,,IND,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.4,100,N,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,95,Y,MOSS,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,95,N,LITTER,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,50,N,CHAN,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.5,45,N,EQAR,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.6,100,N,LITTER,START,CLUMP,100,d,2.83E-05,0.002827433
STEESE,34_2,2,SALIX,0.5,100,N,LITTER,END,CLUMP,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.7,85,Y,MOSS,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.7,95,N,LITTER,,IND,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.4,80,N,EQAR,START,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,70,Y,EQAR,,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,50,N,EQAR,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,100,N,GRASS,,IND,100,d,7.07E-06,0.000706858
STEESE,34_2,2,SALIX,0.7,90,Y,MOSS,START,CLUMP,100,d,3.85E-05,0.003848451
STEESE,34_2,2,SALIX,0.9,30,Y,MOSS,,CLUMP,100,d,6.36E-05,0.006361725
STEESE,34_2,2,SALIX,0.4,90,Y,MOSS,END,CLUMP,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.4,95,N,CHAN,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.5,100,N,LITTER,,IND,100,d,1.96E-05,0.001963495
STEESE,34_2,2,SALIX,0.4,20,Y,CHAN,,IND,100,d,1.26E-05,0.001256637
STEESE,34_2,2,SALIX,0.3,70,Y,VAUL,START,CLUMP,100,d,7.07E-06,0.000706858
